A,B,商品名稱,重量,熱量,蛋白質,脂肪,碳水化合物,糖,膳食纖維,淨碳
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,鹹麥麩皮吐司,100,22.2,1.4,0.4,5.7,0,4.9,0.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,甜麥麩皮吐司,100,26.9,2.2,0.5,5.8,0,4.8,1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,巧克力麥麩皮吐司,100,32.8,2.5,0.8,6.5,0,5.2,1.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,咖啡麥麩皮吐司,100,28,2.2,0.6,5.8,0,4.7,1.1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,葡萄乾麥麩皮吐司,100,46.3,2.3,0.5,10.6,0,4.9,5.7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,咖啡核桃麥麩皮吐司,100,50.4,2.6,2.8,6.1,0.1,4.8,1.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,香椰麥麩皮吐司,100,50.3,2.4,2.7,6.6,0.1,5,1.6
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,原味肉桂捲,30,11.3,1.1,0.3,1.8,0,1.5,0.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|吐司,甜芋頭麥麩皮吐司,100,26.9,2.2,0.5,5.8,0,4.8,1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|起士漢堡,麥麩皮吐司豬肉起士漢堡,185,103.2,12.2,3.6,8.6,0,6.2,2.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|起士漢堡,麥麩皮吐司牛肉起士漢堡,170,99.2,12.6,3.2,7.3,0,1.6,5.7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|起士漢堡,麥麩皮吐司辣味雞肉漢堡,175,76.1,8,2.7,7.5,0,5.1,2.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,原味奶酥吐司|麥麩皮,120,41.3,3.1,1.1,7.4,0,5.3,2.1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,葡萄奶酥吐司|麥麩皮,120,58.3,3.5,2,9.8,0,6.4,3.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,花生奶酥吐司|麥麩皮,120,46.6,3.4,1.4,8.5,0,6.7,1.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,鳳梨奶酥吐司|麥麩皮,120,43.1,2.9,1.3,7.6,0,5.3,2.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,香橙奶酥吐司|麥麩皮,120,43.2,3,1.4,7.3,0,5.3,2
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,可可奶酥吐司|麥麩皮,120,51.1,3.4,1.9,8,0,5.8,2.2
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,咖啡奶酥吐司|麥麩皮,120,51.1,3.4,1.9,8,0,5.8,2.2
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,抹茶奶酥吐司|麥麩皮,120,45.2,3.1,1.6,7.3,0,5.4,1.9
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,香椰奶酥吐司|麥麩皮,120,70.6,3.2,4,8.2,0,5.5,2.7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,鹹蒜香奶酥吐司|麥麩皮,120,40,2.3,1.4,7.3,0,5.5,1.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,鹹金沙奶酥吐司|麥麩皮,120,41.6,2.4,1.6,7.1,0,5.4,1.7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|奶酥吐司,鹹起士奶酥吐司|麥麩皮,120,45.2,2.6,1.8,7.3,0,5.3,2
麥麩皮|吐司|麵包|PIZZA,麥麩皮|PIZZA,六小福豬肉PIZZA|麥麩皮,160,75.3,10.2,1.9,6.6,0.6,4.5,2.1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|PIZZA,墨魚海鮮PIZZA|麥麩皮,160,71.6,6.2,2.2,9,0.2,4.5,4.5
麥麩皮|吐司|麵包|PIZZA,麥麩皮|PIZZA,青醬嫩雞PIZZA|麥麩皮,180,101.3,11.2,3.1,9.4,0,4.5,4.9
麥麩皮|吐司|麵包|PIZZA,麥麩皮|PIZZA,打拋豬肉PIZZA|麥麩皮,150,76.2,9.2,2.4,6.5,0,4.1,2.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|PIZZA,壽喜燒牛PIZZA|麥麩皮,150,129.5,8,8.3,8.1,0,4.8,3.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,香蒜烤包|麥麩皮,100,30.6,2,0.8,6.3,0,4.9,1.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,香椰烤包|麥麩皮,100,27.2,2,0.6,5.7,0,4.7,1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,香草烤包|麥麩皮,100,25.9,2,0.5,5.7,0,4.7,1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,葡萄乾烤包|麥麩皮,100,26.9,1.9,0.5,6,0,4.6,1.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,咖啡烤包|麥麩皮,100,27.2,2.1,0.6,5.7,0.1,4.7,1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,巧克力烤包|麥麩皮,100,17.2,2,0.6,5.8,0.1,4.7,1.1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,鹹芋頭烤包|麥麩皮,100,37.7,2.5,0.5,8.2,0,4.8,3.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,甜紅豆烤包|麥麩皮,100,28.1,1.9,0.5,6.5,0,5,1.5
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,重起士烤包|麥麩皮,100,52.3,3.6,2.7,5.7,0,4.6,1.1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,韓式泡菜烤包|麥麩皮,100,37.9,2.3,0.7,8.1,0,5,3.1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|烤包,甜芋頭烤包|麥麩皮,100,26.9,2.2,0.5,5.8,0,4.8,1
麥麩皮|吐司|麵包|PIZZA,麥麩皮|飽包,原味飽包|麥麩皮,100,49,2.7,0.2,11.2,0,4.2,7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|飽包,鮮奶飽包|麥麩皮,100,69.4,3.4,1.4,12.8,0,4,8.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|飽包,蔓越莓葵花子飽包|麥麩皮,100,66.7,3,1.3,12.9,0.1,1.3,11.6
麥麩皮|吐司|麵包|PIZZA,麥麩皮|飽包,黑棗核桃飽包|麥麩皮,100,65.5,3,1.5,12.2,0.1,4.4,7.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|粿巧,鹹芋頭粿巧|麥麩皮,80,21.4,0.7,0.2,5.6,0,2.8,2.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|粿巧,甜紅豆粿巧|麥麩皮,80,25.9,1.7,0.3,5.6,0,3,2.6
麥麩皮|吐司|麵包|PIZZA,麥麩皮|粿巧,鹹地瓜粿巧|麥麩皮,80,21.7,1.1,0.3,5,0.5,2.7,2.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|粿巧,甜花生粿巧|麥麩皮,80,38.4,2.7,2.2,4,0,4.1,0
麥麩皮|吐司|麵包|PIZZA,麥麩皮|粿巧,甜芝麻粿巧|麥麩皮,80,42.6,2.4,1.8,5.4,0,2.4,3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|麥麩皮餅皮,蔥花麥麩餅皮|麥麩皮,50,9.8,0.4,0.4,1.5,0,0.7,0.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|麥麩皮餅皮,原味麥麩餅皮(鹹)|麥麩皮,50,9.8,0.4,0.4,1.5,0,0.7,0.8
麥麩皮|吐司|麵包|PIZZA,麥麩皮|麥麩皮餅皮,原味麥麩餅皮(甜)|麥麩皮,50,19.6,1.4,0.6,3.6,0,2.9,0.7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,香草黑糖麻糬夾心小鬆餅|麥麩皮,50,16.3,1.1,0.5,3.1,0,2.5,0.6
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,葡萄黑糖麻糬夾心小鬆餅|麥麩皮,50,11.4,0.8,0.2,2.6,0,2,0.6
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,咖啡黑糖麻糬夾心小鬆餅|麥麩皮,50,12.1,0.9,0.3,2.5,0,2.1,0.4
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,巧克力黑糖麻糬夾心小鬆餅|麥麩皮,50,13.3,1,0.3,2.8,0,2.3,0.5
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,椰子黑糖麻糬夾心小鬆餅|麥麩皮,50,21.1,1,1.1,2.9,0,2.2,0.7
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,紅豆抹茶麻糬夾心小鬆餅|麥麩皮,50,14,0.9,0.2,3,0,1.7,1.3
麥麩皮|吐司|麵包|PIZZA,麥麩皮|夾心小鬆餅,芋頭紅豆麻糬夾心小鬆餅|麥麩皮,50,30.4,2.2,0.8,6,0,4.8,1.2
麥麩皮|甜麵包餡,麥麩皮|胡椒包,豬肉胡椒包|麥麩皮,110,62.3,8.3,2.2,3.6,0,2.4,1.2
麥麩皮|甜麵包餡,麥麩皮|胡椒包,牛肉胡椒包|麥麩皮,110,62.3,8.3,2.2,3.6,0,2.4,1.2
麥麩皮|甜麵包餡,麥麩皮|胡椒包,豬肉爆漿胡椒包|麥麩皮,118,67.7,9.9,1.9,4,0,2.5,1.5
麥麩皮|甜麵包餡,麥麩皮|胡椒包,牛肉爆漿胡椒包|麥麩皮,118,67.7,9.9,1.9,4,0,2.5,1.5
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,蔥花鹹詐包|麥麩皮,40,18.4,1.4,0.8,1.7,0,0.6,1.1
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,高麗菜鹹詐包|麥麩皮,40,9.9,0.8,0.5,0.8,0,0.5,0.3
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,韭菜鹹詐包|麥麩皮,40,19.8,1.8,1,1.5,0,1.2,0.3
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,筍絲鹹詐包|麥麩皮,40,21.8,1.9,1,1.9,0.6,1.2,0.7
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,蘿蔔絲鹹詐包|麥麩皮,40,18.4,1.5,1,1.4,0.6,1.1,0.3
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,酸菜包鹹詐包|麥麩皮,40,21.3,1.5,0.9,2,0.3,1.3,0.7
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,雪裡紅鹹詐包|麥麩皮,40,10.3,0.8,0.5,1,0.2,0.7,0.3
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,起士鹹詐包|麥麩皮,40,28,2.1,1.4,2.2,0,0.7,1.5
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,韭黃鹹詐包|麥麩皮,40,19.8,1.8,1,1.5,0,1.2,0.3
麥麩皮|甜麵包餡,麥麩皮|鹹詐包,胡椒鹹詐包|麥麩皮,40,11.7,0.9,0.5,1,0,0.4,0.6
麥麩皮|甜麵包餡,麥麩皮|甜詐包,芋頭甜詐包|麥麩皮,40,16.6,1.2,0.8,1.7,0,1.1,0.6
麥麩皮|甜麵包餡,麥麩皮|甜詐包,芝麻甜詐包|麥麩皮,40,18.1,1.3,1.1,1.4,0,1.3,0.1
麥麩皮|甜麵包餡,麥麩皮|甜詐包,地瓜番薯甜詐包|麥麩皮,40,15.2,1.2,0.8,1.4,0,1.2,0.2
麥麩皮|甜麵包餡,麥麩皮|甜詐包,紫心地瓜甜詐包|麥麩皮,40,15.2,1.2,0.8,1.4,0,1.2,0.2
麥麩皮|甜麵包餡,麥麩皮|甜詐包,花生甜詐包|麥麩皮,40,17.9,1.4,1.1,1.3,0,1.4,-0.1
麥麩皮|甜麵包餡,麥麩皮|甜詐包,紅豆甜詐包|麥麩皮,40,13.2,1,0.8,1,0,1,0
麥麩皮|甜麵包餡,麥麩皮|蛋黃酥,甘藷蛋黃酥|麥麩皮,95,56,4,3.6,3.1,0,2.4,0.7
麥麩皮|甜麵包餡,麥麩皮|蛋黃酥,芋頭蛋黃酥|麥麩皮,95,55.8,4.1,3.6,3,0,2.5,0.5
麥麩皮|甜麵包餡,麥麩皮|蛋黃酥,芝麻蛋黃酥|麥麩皮,95,65.6,4.4,4.6,3,0,2.7,0.3
麥麩皮|甜麵包餡,麥麩皮|蛋黃酥,紅豆蛋黃酥|麥麩皮,95,53.4,4,3.4,2.9,0,2.4,0.5
麥麩皮|甜麵包餡,麥麩皮|蛋黃酥,紫地瓜蛋黃酥|麥麩皮,95,56,4,3.6,3.1,0,2.4,0.7
麥麩皮|甜麵包餡,麥麩皮|3Q月餅,3Q芋頭酥月餅|麥麩皮,50,16.2,1,0.8,1.7,0,0.9,0.8
麥麩皮|甜麵包餡,麥麩皮|3Q月餅,3Q地瓜酥月餅|麥麩皮,50,30.7,1.9,0.8,3.3,0,1.8,1.5
麥麩皮|甜麵包餡,麥麩皮|3Q月餅,3Q花生酥月餅|麥麩皮,50,32,2.2,1.8,2.8,0,2.1,0.7
麥麩皮|甜麵包餡,麥麩皮|3Q月餅,3Q紫心地瓜酥月餅|麥麩皮,50,29.7,1.9,1.5,3.1,0,1.9,1.2
麥麩皮|甜麵包餡,麥麩皮|3Q月餅,3Q芝麻酥月餅|麥麩皮,50,32.7,2,1.9,2.9,0,2,0.9
麥麩皮|甜麵包餡,麥麩皮|3Q月餅,3Q紅豆酥月餅|麥麩皮,50,29.7,2,1.5,3,0,1.9,1.1
麥麩皮|甜品|起士條,起士條,原味起士條|麥麩皮,35,33.1,2.4,2.1,1.4,0,0.5,0.9
麥麩皮|甜品|起士條,起士條,摩卡咖啡起士條|麥麩皮,35,19.8,2,1.8,1.9,0,1,0.9
麥麩皮|甜品|起士條,起士條,摩卡肉桂起士條|麥麩皮,35,24.9,1.7,1.3,2.3,0,1.4,0.9
麥麩皮|甜品|起士條,起士條,伯爵奶茶起士條|麥麩皮,35,28.7,2,1.7,1.8,0,0.9,0.9
麥麩皮|甜品|起士條,起士條,日式抹茶起士條|麥麩皮,35,30,2,1.8,1.9,0,0.9,1
麥麩皮|甜品|起士條,起士條,可可乳酪起士條|麥麩皮,35,31.9,2.1,1.9,2.2,0,1.2,1
麥麩皮|甜品|起士條,起士條,野莓起士條|麥麩皮,35,30.8,2.1,1.8,2,0,0.9,1.1
麥麩皮|甜品|起士條,起士條,橙蜜咖啡起士條|麥麩皮,35,29.4,2,1.8,1.8,0,1,0.8
麥麩皮|甜品|起士條,起士條,鳳梨起士條|麥麩皮,35,31.7,2.1,1.9,1.9,0.3,0.7,1.2
麥麩皮|甜品|起士條,起士條,檸檬起士條|麥麩皮,35,30.8,2.1,1.8,2,0,0.9,1.1
麥麩皮|甜品|起士條,起士條,芒果起士條|麥麩皮,35,17.8,1.8,1.6,2,0,0.9,1.1
麥麩皮|塔派,麥麩皮|蛋塔,原味蛋塔|麥麩皮,90,50.6,4.6,2.2,4.2,0.7,2.2,2
麥麩皮|塔派,麥麩皮|蛋塔,巧克力蛋塔|麥麩皮,90,52.9,4.7,2.3,4.5,0.7,2.3,2.2
麥麩皮|塔派,麥麩皮|蛋塔,咖啡蛋塔|麥麩皮,90,50.6,4.6,2.2,4.2,0.7,2.2,2
麥麩皮|塔派,麥麩皮|蛋塔,咖啡藏心蛋塔|麥麩皮,100,73.1,5.4,4.1,5.2,0,3.1,2.1
麥麩皮|塔派,麥麩皮|蛋塔,巧克力藏心蛋塔|麥麩皮,100,65.6,5.2,3.6,4.7,0,3.2,1.5
麥麩皮|塔派,麥麩皮|蛋塔,花生醬藏心蛋塔|麥麩皮,100,70,5.3,4.2,4.2,0,2.9,1.3
麥麩皮|塔派,麥麩皮|蛋塔,草莓醬蛋塔|麥麩皮,100,63.2,5,3.4,4.6,0,2.9,1.7
麥麩皮|塔派,麥麩皮|蛋塔,鳳梨醬蛋塔|麥麩皮,100,63.4,5,3.4,4.7,0,3,1.7
麥麩皮|塔派,麥麩皮|蛋塔,葡萄醬蛋塔|麥麩皮,100,63.4,5,3.4,4.6,0,2.8,1.8
麥麩皮|塔派,麥麩皮|蛋塔,水蜜桃醬蛋塔|麥麩皮,100,62.2,5,3.4,4.3,0,2.8,1.5
麥麩皮|塔派,麥麩皮|蛋塔,桑葚醬蛋塔|麥麩皮,100,62,5,3.4,4.3,0,2.9,1.4
麥麩皮|塔派,麥麩皮|麵包塔,玉米麵包塔|麥麩皮,190,83.1,4,4.9,7,0,2.5,4.5
麥麩皮|塔派,麥麩皮|麵包塔,玉米起士麵包塔|麥麩皮,190,61.9,4.9,1.7,9.3,0,5.1,4.2
麥麩皮|塔派,麥麩皮|麵包塔,雞肉麵包塔|麥麩皮,190,73.9,2.5,5.7,4.2,0,2.1,2.1
麥麩皮|塔派,麥麩皮|麵包塔,起士雞肉麵包塔|麥麩皮,190,79.3,3.4,5.9,4.2,0,2.1,2.1
麥麩皮|塔派,麥麩皮|麵包塔,義式番茄麵包塔|麥麩皮,190,62.6,3,4.4,3.8,0.2,2.1,1.7
麥麩皮|塔派,麥麩皮|麵包塔,熱狗鹹蔥麵包塔|麥麩皮,190,91.2,3.4,7,4.6,0,1.9,2.7
麥麩皮|塔派,麥麩皮|麵包塔,海鮮麵包塔|麥麩皮,190,70.2,3.6,4.8,4.2,0,2.1,2.1
麥麩皮|塔派,麥麩皮|半熟起士塔,鳳梨半熟起士塔|麥麩皮,97,122.1,3.5,10.1,5.9,0,3.2,2.7
麥麩皮|塔派,麥麩皮|半熟起士塔,檸檬半熟起士塔|麥麩皮,92,116,3.3,9.6,5.6,0,3,2.6
麥麩皮|塔派,麥麩皮|半熟起士塔,芒果半熟起士塔|麥麩皮,100,122,3.4,10,6.2,0,3.2,3
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,鹹香蒜餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,香草餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,葡萄乾餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,香椰餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,咖啡餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,巧克力餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,鹹酥雞餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,韓式泡菜餅乾棒|麥麩皮,3,1,0.1,0,0.2,0,0.1,0.1
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,薯格格餅乾棒|麥麩皮,3,0.4,0,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,墨西哥餅乾棒|麥麩皮,3,0.8,0.1,0,0.2,0,0.2,0
麥麩皮|餅乾|零食,麥麩皮|餅乾棒,章魚燒餅乾棒|麥麩皮,3,1,0.1,0,0.2,0,0.1,0.1
麥麩皮|餅乾|零食,麥麩皮餅乾,香蕉麥麩皮餅乾,40,30.5,0.9,0.3,7,0,1.9,5.1
膳纖|PIZZA,膳纖|PIZZA,義大利豬肉醬PIZZA七吋|膳纖,0,0,0,0,0,0,0,0
膳纖|PIZZA,膳纖|PIZZA,夏威夷PIZZA七吋|膳纖,0,0,0,0,0,0,0,0
膳纖|PIZZA,膳纖|PIZZA,泰式打拋豬PIZZA七吋|膳纖,0,0,0,0,0,0,0,0
膳纖|PIZZA,膳纖|PIZZA,青醬嫩雞PIZZA七吋|膳纖,0,0,0,0,0,0,0,0
膳纖|PIZZA,膳纖|PIZZA,墨魚海鮮PIZZA七吋|膳纖,0,0,0,0,0,0,0,0
膳纖|PIZZA,膳纖|PIZZA,壽喜燒牛肉PIZZA七吋|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,原味流淚乳酪吐司|山形吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,紫薯蔓越莓流淚乳酪吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,雙色巧克力流淚乳酪吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,抹茶紅豆流淚乳酪吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,葡萄乾流淚乳酪吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,芝麻流淚乳酪吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,流淚吐司,南瓜乳酪流淚乳酪吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,夾片土司,夾片吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,帶蓋吐司,原味流淚乳酪吐司|帶蓋吐司|膳纖,0,0,0,0,0,0,0,0
膳纖|吐司,帶蓋吐司,豆漿流淚乳酪吐司|帶蓋吐司|膳纖,0,0,0,0,0,0,0,0
